ULTIMA ATUALIZACAO;05/12/2020 02:00
NUMERO_CONTRATO;UNIDADE_GESTORA;CONTRATADA;CNPJ;OBJETO;DATA_ASSINATURA;DATA_PUBLICACAO;INICIO_VIGENCIA;FIM_VIGENCIA;MODALIDADE;NUMERO_LICITACAO;PROCESSO
"TE-TCR/20200115";"Senado Federal";"FUNDAÇÃO UNIVERSITÁRIA DE CARDIOLOGIA - INSTITUTO DE CARDIOLOGIA DO DISTRITO FEDERAL - FUC-ICDF.";"92.898.550/0006-00";"Credenciamento da empresa Fundação Universitária de Cardiologia - Instituto de Cardiologia do Distrito Federal - FUC-UCDF especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"24/08/2020";"27/08/2020";"24/08/2020";"16/12/2024";"Não se Aplica";"";"200.008230/2020-12"
"CT-CT/20200077";"Senado Federal";"G I EMPRESA DE SEGURANÇA LTDA.";"07.473.476/0001-99";"Contratação de empresa especializada para a prestação de serviços de supervisão, vigilância armada e desarmada no Complexo Arquitetônico do SENADO FEDERAL, na Residência Oficial da Presidência do Senado na Península dos Ministros - Lago Sul - dos Senhores Senadores na SQS 309 - Blocos ""C"", ""D"" e ""G"" e no Museu dos Poderes da República, durante o período de 12 (doze) meses consecutivos.";"04/08/2020";"06/08/2020";"04/08/2020";"03/08/2021";"Pregão Eletrônico";"0000592020";"200.006140/2019-53"
"TE-TCR/20200108";"Senado Federal";"GABRIELA LOPES ODONTOPEDIATRIA EIRELI";"09.431.884/0001-03";"Credenciamento da empresa Gabriela Lopes Odontopediatria Eireli especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"12/08/2020";"14/08/2020";"12/08/2020";"16/12/2024";"Não se Aplica";"";"200.008116/2020-92"
"TE-TCR/20200158";"Senado Federal";"GC FISIOTERAPIA & FITNESS LTDA.";"16.733.963/0001-34";"Credenciamento da empresa GC Fisioterapia & Fitness Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"18/11/2020";"20/11/2020";"18/11/2020";"16/12/2024";"Não se Aplica";"";"200.010746/2020-27"
"TE-TCR/20200151";"Senado Federal";"GEORGEA PROBST ODONTOLOGIA ESTÉTICA LTDA.";"08.541.895/0001-83";"Credenciamento da empresa Georgea Probst Odontologia Estética Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"23/10/2020";"27/10/2020";"23/10/2020";"16/12/2024";"Não se Aplica";"";"200.010920/2020-31"
"TE-TCR/20200033";"Senado Federal";"GEROCLÍNICA ASSISTÊNCIA GERIÁTRICA LTDA.";"03.634.318/0001-12";"Credenciamento da empresa Geroclínica Assistência Geriátrica Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"19/05/2020";"20/05/2020";"19/05/2020";"16/12/2024";"Não se Aplica";"";"200.005195/2020-80"
"CT-CT/20200118";"Senado Federal";"GEZEQUIAS MENDES DE OLIVEIRA 03838892194.";"13.505.280/0001-31";"Contrataçã0 de empresa especializada para o fornecimento de equipamentos e acessórios fotográficos para diversas Unidades Administrativas do SENADO FEDERAL. Itens nº 8, 11, 12 e 13.";"27/10/2020";"03/11/2020";"27/10/2020";"26/10/2021";"Pregão Eletrônico";"0000942020";"200.006256/2020-26"
"CT-CT/20200015";"Senado Federal";"GOEMANN COMERCIAL EIRELI - EPP.";"01.522.898/0001-20";"Contratação de empresa especializada para o fornecimento de coletes balísticos para utilização pelos policiais legislativos da Secretaria de Polícia do SENADO FEDERAL - SPOL/SF.";"29/01/2020";"30/01/2020";"29/01/2020";"09/09/9999";"Pregão Eletrônico";"0001052019";"200.004371/2019-22"
"CT-CT/20200079";"Senado Federal";"GOSHME SOLUÇÕES PARA INTERNET LTDA.";"07.112.529/0001-46";"Contratação de empresa especializada para o fornecimento de assinatura da Base de Dados ""JUSBRASIL PRO"" para o SENADO FEDERAL, durante o período de 12 (doze) meses consecutivos.";"06/07/2020";"07/07/2020";"06/07/2020";"05/07/2021";"Inexigibilidade";"0000062020";"200.018049/2019-81"
"CT-CT/20200126";"Senado Federal";"GOTHERM ENGENHARIA TÉRMICA LTDA.";"25.123.894/0001-38";"Contratação de empresa especializada para a prestação de serviços de substituição dos equipamentos de ar-condicionado central, instalados no Bloco 11 do SENADO FEDERAL, incluindo o fornecimento de novos equipamentos e a adequação do local de instalação na casa de máquinas do edifício.";"09/11/2020";"12/11/2020";"09/11/2020";"08/11/2021";"Pregão Eletrônico";"0001032020";"200.014459/2019-52"
"CT-CT/20200075";"Senado Federal";"GS BRANDING E SERVIÇOS LTDA.";"28.347.282/0001-17";"Contratação de empresa especializada para a prestação de serviços de assinatura de banco de imagens livres de royalty - royalty free - a serem disponibilizadas por meio digital internet, para utilização pela Secretaria de Comunicação Social do SENADO FEDERAL - SECOM/SF - durante o período de 12 (doze) meses consecutivos.";"01/07/2020";"03/07/2020";"01/07/2020";"30/06/2021";"Dispensa";"0000102020";"200.018085/2019-44"
"TE-TCR/20200080";"Senado Federal";"GUARIENTI & CARNEIRO PSICÓLOGOS ASSOCIADOS LTDA - ME.";"26.181.138/0001-28";"Credenciamento da empresa Guarienti & Carneiro Psicólogos Associados Ltda - ME especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"15/07/2020";"17/07/2020";"15/07/2020";"16/12/2024";"Não se Aplica";"";"200.006392/2020-16"
"TE-TCR/20200013";"Senado Federal";"HEMOCLÍNICA - CLÍNICA DE HEMATOLOGIA E HEMOTERAPIA LTDA.";"03.496.858/0001-87";"Credenciamento da empresa Hemoclínica - Clínica de Hematologia e Hemoterapia Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"02/04/2020";"03/04/2020";"02/04/2020";"16/12/2024";"Não se Aplica";"";"200.003305/2020-79"
"TE-TCR/20200028";"Senado Federal";"HOME - HOSPITAL ORTOPÉDICO E MEDICINA ESPECIALIZADA LTDA.";"37.108.388/0001-59";"Credenciamento da empresa HOME - Hospital Ortopédico e Medicina Especializada Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"12/05/2020";"15/05/2020";"12/05/2020";"16/12/2024";"Não se Aplica";"";"200.003540/2020-41"
"TE-TCR/20200039";"Senado Federal";"HOSL - SERVIÇOS OFTALMOLÓGICOS EIRELI - ME.";"10.733.078/0001-79";"Credenciamento da empresa HOSL- Serviços Oftalmológicos Eireli - ME especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"27/05/2020";"29/05/2020";"27/05/2020";"16/12/2024";"Não se Aplica";"";"200.005284/2020-26"
"TE-TCR/20200042";"Senado Federal";"HOSPITAIS INTEGRADOS DA GÁVEA S/A - HOSPITAL DF STAR.";"31.635.857/0006-16";"Credenciamento da empresa Hospitais Integrados da Gávea S/A - Hospital DF Star especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"22/05/2020";"26/05/2020";"22/05/2020";"16/12/2024";"Não se Aplica";"";"200.005700/2020-96"
"TE-TCR/20200059";"Senado Federal";"HOSPITAL ANCHIETA LTDA.";"02.560.878/0001-07";"Credenciamento da empresa Hospital Anchieta Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"22/06/2020";"23/06/2020";"22/06/2020";"16/12/2024";"Não se Aplica";"";"200.005954/2020-12"
"TE-TCR/20200023";"Senado Federal";"HOSPITAL MARIA AUXILIADORA S/A.";"38.000.485/0001-96";"Credenciamento da empresa Hospital Maria Auxiliadora S/A especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"27/04/2020";"28/04/2020";"27/04/2020";"16/12/2024";"Não se Aplica";"";"200.003932/2020-18"
"TE-TCR/20200024";"Senado Federal";"HOSPITAL PACINI LTDA.";"00.417.089/0001-96";"Credenciamento da empresa Hospital Pacini Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"08/05/2020";"15/05/2020";"08/05/2020";"16/12/2024";"Não se Aplica";"";"200.003867/2020-12"
"TE-TCR/20200035";"Senado Federal";"HOSPITAL PRONTONORTE S/A.";"00.511.816/0001-80";"Credenciamento da empresa Hospital Prontonorte S/A especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"22/05/2020";"26/05/2020";"22/05/2020";"16/12/2024";"Não se Aplica";"";"200.004375/2020-44"
"TE-TCR/20200112";"Senado Federal";"HOSPITAL SANTA LÚCIA S.A.";"00.025.841/0001-53";"Credenciamento da empresa Hospital Santa Lúcia S.A. especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"14/08/2020";"17/08/2020";"14/08/2020";"16/12/2024";"Não se Aplica";"";"200.004080/2020-78"
"TE-TCR/20200061";"Senado Federal";"HOSPITAL SANTA MARTA LTDA.";"00.610.980/0001-44";"Credenciamento da empresa Hospital Santa Marta Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"25/06/2020";"24/06/2020";"25/06/2020";"16/12/2024";"Não se Aplica";"";"200.005953/2020-60"
"TE-TCR/20200129";"Senado Federal";"HOSPITAL SÃO MATEUS.";"10.793.027/0001-32";"Credenciamento da empresa Hospital São Mateus especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"15/09/2020";"18/09/2020";"15/09/2020";"16/12/2024";"Não se Aplica";"";"200.009212/2020-58"
"TE-TCR/20200014";"Senado Federal";"HOSPITAL UROLÓGICO DE BRASÍLIA LTDA.";"03.592.110/0001-88";"Credenciamento da empresa Hospital Urológico de Brasília Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"01/04/2020";"06/04/2020";"01/04/2020";"16/12/2024";"Não se Aplica";"";"200.003294/2020-27"
"TE-TCR/20200016";"Senado Federal";"IAD - INSTITUTO DO APARELHO DIGESTIVO DE BRASÍLIA LTDA.";"00.768.932/0001-89";"Credenciamento da empresa IAD - Instituto do Aparelho Digestivo de Brasília Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"01/04/2020";"03/04/2020";"01/04/2020";"16/12/2024";"Não se Aplica";"";"200.003452/2020-49"
"TE-TCR/20200068";"Senado Federal";"ICOB - INSTITUTO DE CIRURGIA OCULAR DE BRASÍLIA LTDA.";"02.661.743/0001-38";"Credenciamento da empresa ICOB - Instituto de Cirurgia Ocular de Brasília Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"07/07/2020";"09/07/2020";"07/07/2020";"16/12/2024";"Não se Aplica";"";"200.006269/2020-03"
"CT-CT/20200074";"Senado Federal";"IKHON - GESTÃO, CONHECIMENTO E TECNOLOGIA LTDA.";"05.355.405/0001-66";"Contratação de empresa especializada para a prestação de serviços continuados remotos ou presenciais de suporte técnico, garantia de atualização e serviços de manutenção evolutiva específica, incluindo atualização tecnológica, updates e upgrades do Sistema Informatizado de Gestão Arquivística de Documentos - SIGAD - de propriedade do SENADO FEDERAL, sem garantia de consumo mínimo, durante o período de 30 (trinta) meses consecutivos.";"23/06/2020";"";"23/06/2020";"22/12/2022";"Inexigibilidade";"0000112020";"200.016351/2019-02"
"TE-TCR/20200058";"Senado Federal";"ÍMPAR SERVIÇOS HOSPITALARES S/A - HOSPITAL ÁGUAS CLARAS.";"60.884.855/0024-40";"Credenciamento da empresa Ímpar Serviços Hospitalares S/A - Hospital Águas Claras especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"18/06/2020";"23/06/2020";"18/06/2020";"16/12/2024";"Não se Aplica";"";"200.006106/2020-12"
